customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
PP36346,Nevada,No,Extended,High School or Below,Other status,Suburban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
JU75786,Oregon,No,Extended,Doctor or Master,Unemployed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
TU68427,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Web,Normal Car,Medsize
YD28431,California,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer4,Agent,Normal Car,Large
MY56715,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer2,Branch,Normal Car,Medsize
NF60680,Arizona,Yes,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Large
BD70337,California,No,Basic,High School or Below,Other status,Urban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
DM77491,Oregon,No,Basic,Bachelor or College,Unemployed,Urban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
EV57176,California,No,Basic,High School or Below,Employed,Suburban,Divorced,Corporate,Offer4,Call Center,Normal Car,Large
CQ76876,California,No,Premium,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
QI89498,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
BH43020,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
EC66666,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Web,Normal Car,Medsize
EO74797,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Large
IA30254,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
KC79907,Arizona,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer1,Call Center,Luxury Car,Medsize
XW34862,Nevada,Yes,Basic,Doctor or Master,Other status,Urban,Married,Special,Offer1,Agent,Normal Car,Medsize
RI76930,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Medium-Class Car,Large
XZ40716,California,No,Premium,High School or Below,Employed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
ZC75052,California,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
DH51686,Arizona,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Small
HJ89045,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Medium-Class Car,Medsize
DJ34695,California,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer4,Branch,Luxury Car,Medsize
KR89806,Oregon,Yes,Basic,High School or Below,Unemployed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
OX62816,Washington,No,Basic,Doctor or Master,Employed,Suburban,Single,Personal,Offer1,Web,Normal Car,Small
WM36886,California,Yes,Basic,Doctor or Master,Employed,Rural,Divorced,Corporate,Offer2,Branch,Normal Car,Small
BE92692,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Branch,Normal Car,Medsize
JV79596,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Special,Offer3,Call Center,Normal Car,Small
KA49711,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer3,Call Center,Normal Car,Small
YI68606,Oregon,No,Basic,High School or Below,Employed,Rural,Divorced,Corporate,Offer3,Agent,Normal Car,Medsize
AU11344,Oregon,No,Extended,Bachelor or College,Employed,Rural,Divorced,Personal,Offer2,Call Center,Medium-Class Car,Small
BG42047,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Web,Normal Car,Large
CF73234,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Married,Corporate,Offer2,Branch,Normal Car,Large
VE85103,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer4,Agent,Normal Car,Large
LN99977,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Special,Offer1,Web,Medium-Class Car,Large
CR56473,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
YP32443,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Agent,Medium-Class Car,Medsize
MQ46375,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer4,Branch,Luxury Car,Medsize
VU30980,California,Yes,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
JX50349,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
DH34004,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Web,Luxury Car,Medsize
DU66880,Arizona,No,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
QH87479,Oregon,No,Extended,High School or Below,Employed,Rural,Married,Personal,Offer3,Branch,Normal Car,Large
MF87270,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Small
PX99904,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer2,Branch,Medium-Class Car,Small
TD43065,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
DU39756,Nevada,Yes,Basic,Doctor or Master,Employed,Suburban,Single,Corporate,Offer2,Branch,Medium-Class Car,Large
GY65868,California,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Agent,Normal Car,Small
NG15645,California,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
HH69970,California,No,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Agent,Normal Car,Large
YJ57293,California,No,Extended,Bachelor or College,Other status,Suburban,Married,Corporate,Offer4,Web,Normal Car,Medsize
BV22194,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
UH22701,Oregon,No,Extended,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
IA85970,California,No,Basic,Bachelor or College,Unemployed,Urban,Divorced,Personal,Offer1,Branch,Medium-Class Car,Medsize
TC18240,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
GE58317,Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
GW42895,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
FH77504,California,Yes,Premium,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Luxury Car,Medsize
XK87182,Oregon,No,Premium,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
HB17438,Washington,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Web,Medium-Class Car,Medsize
DH18269,Arizona,No,Extended,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Medsize
DP19820,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Branch,Medium-Class Car,Small
IK64989,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
MP85571,Arizona,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Agent,Medium-Class Car,Medsize
VO29645,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
GP83239,California,Yes,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Luxury Car,Small
GQ21970,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Small
HP40365,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer3,Web,Normal Car,Medsize
UX87150,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer4,Branch,Normal Car,Medsize
OZ30867,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer4,Call Center,Medium-Class Car,Medsize
LC60153,California,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer3,Agent,Medium-Class Car,Large
OX87524,California,No,Basic,Doctor or Master,Employed,Suburban,Divorced,Personal,Offer4,Branch,Normal Car,Medsize
ZY78741,California,No,Extended,High School or Below,Unemployed,Suburban,Single,Corporate,Offer2,Agent,Normal Car,Large
DB79306,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Web,Medium-Class Car,Small
EM77767,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
PH78214,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
LY17996,California,No,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer4,Branch,Normal Car,Large
XV76553,Oregon,No,Basic,High School or Below,Employed,Rural,Married,Corporate,Offer2,Branch,Medium-Class Car,Medsize
SD38003,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
QC30094,Oregon,No,Extended,High School or Below,Other status,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Small
KH92987,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Medsize
OB32671,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer3,Agent,Medium-Class Car,Small
CD26907,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Web,Medium-Class Car,Medsize
YY46839,Washington,No,Premium,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Medsize
HY36253,California,No,Extended,Bachelor or College,Other status,Rural,Divorced,Personal,Offer3,Agent,Normal Car,Medsize
KA62728,California,No,Premium,High School or Below,Employed,Rural,Single,Personal,Offer3,Agent,Normal Car,Medsize
GH98275,California,No,Basic,Bachelor or College,Unemployed,Urban,Divorced,Corporate,Offer2,Call Center,Normal Car,Medsize
DJ87316,Oregon,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
XC85830,Oregon,Yes,Premium,Bachelor or College,Employed,Suburban,Single,Corporate,Offer1,Branch,Normal Car,Medsize
VK85405,California,No,Basic,High School or Below,Employed,Urban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
ZP27971,California,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Small
QC95625,California,Yes,Premium,High School or Below,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
DN34058,Washington,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer2,Branch,Normal Car,Small
VS80344,Arizona,No,Premium,Bachelor or College,Employed,Urban,Married,Special,Offer1,Agent,Normal Car,Medsize
SJ24275,Nevada,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer3,Branch,Normal Car,Medsize
YB58105,California,No,Premium,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Large
BP35803,California,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Agent,Normal Car,Medsize
CL73599,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
ZR22245,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer2,Web,Normal Car,Large
JJ57298,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Call Center,Medium-Class Car,Medsize
FF53048,Arizona,No,Extended,Doctor or Master,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Small
HD83496,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer2,Web,Normal Car,Large
DD94148,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Web,Normal Car,Medsize
FM52759,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
OI39918,California,No,Extended,Bachelor or College,Other status,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Large
PC72443,Oregon,No,Premium,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
OQ15169,Washington,Yes,Extended,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Branch,Medium-Class Car,Medsize
ZO89996,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
OP70207,Oregon,No,Extended,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Call Center,Medium-Class Car,Medsize
ID39569,Washington,No,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer4,Agent,Normal Car,Medsize
RJ80405,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
NT21324,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
IY98928,Arizona,No,Basic,Doctor or Master,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
XJ81725,California,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
FE62142,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer3,Branch,Medium-Class Car,Medsize
ZH55575,California,Yes,Basic,Bachelor or College,Employed,Urban,Divorced,Corporate,Offer2,Web,Normal Car,Medsize
WI86229,Oregon,No,Extended,Doctor or Master,Employed,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Large
QR42111,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Married,Special,Offer1,Branch,Medium-Class Car,Small
DN71979,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Web,Luxury Car,Medsize
IC22580,California,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Agent,Normal Car,Small
MX93069,Oregon,Yes,Extended,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
TG37225,California,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
GY69750,Oregon,No,Basic,Doctor or Master,Unemployed,Rural,Divorced,Personal,Offer1,Branch,Normal Car,Large
KX99703,Oregon,Yes,Extended,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Medsize
AA35519,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
FE99816,Nevada,No,Premium,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Web,Luxury Car,Medsize
YP92773,Washington,No,Premium,Bachelor or College,Employed,Suburban,Married,Corporate,Offer3,Agent,Normal Car,Medsize
CF26052,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
PR37714,California,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer3,Branch,Normal Car,Medsize
CE92675,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Web,Normal Car,Large
BK47926,California,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer2,Branch,Normal Car,Small
BY62906,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Web,Medium-Class Car,Medsize
UY95661,California,No,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer3,Branch,Normal Car,Medsize
OS84395,Nevada,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Web,Normal Car,Medsize
JS53793,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Large
BV25135,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
AF17671,Washington,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Web,Normal Car,Medsize
AY30324,Oregon,No,Extended,Bachelor or College,Employed,Urban,Married,Special,Offer4,Call Center,Normal Car,Medsize
XE17270,California,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
LS46182,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
LH33181,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Large
AT84725,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
TP33286,Washington,No,Premium,High School or Below,Unemployed,Suburban,Single,Corporate,Offer2,Agent,Normal Car,Medsize
YB79192,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
SC43870,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Web,Normal Car,Medsize
OO72857,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
MO38559,Arizona,No,Basic,Doctor or Master,Unemployed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
RL65736,Oregon,No,Extended,High School or Below,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Small
ID30085,Arizona,Yes,Basic,High School or Below,Unemployed,Suburban,Divorced,Personal,Offer1,Web,Medium-Class Car,Medsize
CO68055,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Branch,Medium-Class Car,Small
NX37589,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
BX88206,Nevada,No,Basic,High School or Below,Employed,Rural,Married,Corporate,Offer2,Web,Medium-Class Car,Medsize
AA30683,California,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
BD13927,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Branch,Normal Car,Small
